Food_ID,Commodity,Category,Moisture_pct,Fat_pct,Protein_pct,pH,Respiration_Rate,Shelf_Life_Days,Storage_Temperature_C,Relative_Humidity_pct,Storage_Type,Transportation,Recommended_Packaging,Film_Thickness_um,OTR_Class,WVTR_Class,MAP_Suitable
F02075,Butter,Dairy,15.76,83.43,0.36,6.13,Very_Low,117,5.1,81.67,Chilled,Long_Distance,Aluminum_Foil_Laminate,87,Very_Low,Very_Low,No
F02076,Yogurt,Dairy,87.33,3.7,4.01,4.15,Very_Low,24,4.2,81.88,Chilled,Refrigerated,PP_Cup_Foil_Lid,43,Medium,Low,Yes
F02077,Bread,Bakery,41.39,4.46,8.54,5.4,Very_Low,13,24.1,41.26,Ambient,Long_Distance,LDPE_Bag,45,Medium,Medium,No
F02078,Onion,Vegetable,84.98,0.0,1.24,5.55,Low,116,20.6,79.21,Ambient,Long_Distance,Breathable_PP,55,High,Medium,Yes
F02079,Yogurt,Dairy,84.81,4.27,4.12,4.32,Very_Low,17,3.5,76.85,Chilled,Refrigerated,PP_Cup_Foil_Lid,49,Medium,Low,Yes
F02080,Butter,Dairy,16.86,81.96,1.57,6.23,Very_Low,125,4.2,72.94,Chilled,Normal,Aluminum_Foil_Laminate,85,Very_Low,Very_Low,No
F02081,Tomato,Fresh Produce,88.55,0.0,0.3,4.12,High,5,5.8,75.02,Chilled,Normal,Micro_Perforated_PE,42,High,High,Yes
F02082,Fish,Seafood,76.07,3.15,19.69,6.08,Very_Low,5,1.3,79.58,Chilled,Normal,PA_PE_Vacuum,83,Low,Very_Low,Yes
F02083,Ground Coffee,Beverage,2.57,15.84,14.39,5.33,Very_Low,384,23.6,53.6,Ambient,Normal,High_Barrier_Laminate,95,Very_Low,Very_Low,No
F02084,Cheese,Dairy,36.91,33.03,25.08,5.28,Very_Low,61,4.0,75.26,Chilled,Refrigerated,PA_PE_Vacuum,85,Low,Very_Low,Yes
F02085,Potato Chips,Snacks,1.44,30.03,6.9,5.96,Very_Low,186,25.6,69.3,Ambient,Long_Distance,Metallized_PET_PE,84,Low,Very_Low,Yes
F02086,Potato Chips,Snacks,0.0,32.67,5.65,6.31,Very_Low,193,24.9,61.07,Ambient,Normal,Metallized_PET_PE,80,Low,Very_Low,Yes
F02087,Ground Coffee,Beverage,4.89,13.48,13.43,5.07,Very_Low,345,26.1,52.55,Ambient,Long_Distance,High_Barrier_Laminate,97,Very_Low,Very_Low,No
F02088,Bread,Bakery,41.09,3.2,9.4,5.66,Very_Low,1,25.8,57.4,Ambient,Long_Distance,LDPE_Bag,51,Medium,Medium,No
F02089,Peanuts,Nuts,4.61,47.14,25.05,6.51,Very_Low,160,24.6,55.78,Ambient,Long_Distance,Metallized_PET_PE,86,Very_Low,Very_Low,No
F02090,Wheat Flour,Grain,11.14,2.93,13.74,6.11,Very_Low,179,23.6,62.81,Ambient,Normal,HDPE,76,Low,Low,No
F02091,Butter,Dairy,10.62,84.11,0.21,6.0,Very_Low,121,5.1,84.37,Chilled,Long_Distance,Aluminum_Foil_Laminate,95,Very_Low,Very_Low,No
F02092,Ground Coffee,Beverage,5.54,14.95,14.35,5.02,Very_Low,391,25.5,63.96,Ambient,Normal,High_Barrier_Laminate,89,Very_Low,Very_Low,No
F02093,Biscuits,Bakery,5.59,16.52,6.92,6.99,Very_Low,199,25.4,49.21,Ambient,Normal,BOPP_PE,59,Low,Low,No
F02094,Milk Powder,Dairy,0.96,24.39,26.31,6.77,Very_Low,374,23.9,55.91,Ambient,Long_Distance,Aluminum_Laminate,107,Very_Low,Very_Low,No
F02095,Fresh Chicken,Meat,70.25,7.46,23.94,5.86,Very_Low,1,4.7,75.87,Chilled,Long_Distance,PA_PE_Vacuum,91,Low,Very_Low,Yes
F02096,Tomato,Fresh Produce,91.77,0.89,0.97,4.48,High,10,5.3,76.86,Chilled,Refrigerated,Micro_Perforated_PE,39,High,High,Yes
F02097,Rice,Grain,13.25,1.06,6.88,6.33,Very_Low,380,24.3,53.62,Ambient,Long_Distance,HDPE,83,Low,Low,No
F02098,Coffee Powder,Beverage,4.48,14.66,14.27,4.89,Very_Low,353,24.5,50.97,Ambient,Long_Distance,Metallized_PET_PE,80,Very_Low,Very_Low,No
F02099,Wheat Flour,Grain,10.34,0.69,11.79,6.31,Very_Low,181,23.8,65.8,Ambient,Normal,HDPE,84,Low,Low,No
F02100,Coffee Powder,Beverage,3.96,14.7,12.81,5.08,Very_Low,347,24.5,68.55,Ambient,Long_Distance,Metallized_PET_PE,85,Very_Low,Very_Low,No
F02101,Rice,Grain,12.39,0.66,7.26,6.31,Very_Low,356,23.4,50.86,Ambient,Long_Distance,HDPE,77,Low,Low,No
F02102,Potato Chips,Snacks,1.25,28.45,6.23,6.0,Very_Low,180,24.8,67.63,Ambient,Normal,Metallized_PET_PE,89,Low,Very_Low,Yes
F02103,Potato Chips,Snacks,3.73,28.54,6.66,6.05,Very_Low,173,24.7,65.5,Ambient,Normal,Metallized_PET_PE,90,Low,Very_Low,Yes
F02104,Frozen Peas,Frozen Vegetable,79.05,1.62,4.89,6.28,Low,369,-16.8,87.9,Frozen,Normal,PE_Film,71,Medium,Low,Yes
F02105,Apple,Fresh Produce,88.57,0.0,0.0,3.41,High,75,6.5,93.49,Chilled,Refrigerated,Micro_Perforated_PE,38,High,High,Yes
F02106,Apple,Fresh Produce,89.14,0.0,0.51,3.56,High,69,5.0,94.33,Chilled,Normal,Micro_Perforated_PE,43,High,High,Yes
F02107,Cheese,Dairy,40.02,32.01,24.69,5.08,Very_Low,52,3.5,82.8,Chilled,Normal,PA_PE_Vacuum,85,Low,Very_Low,Yes
F02108,Rice,Grain,10.16,0.57,5.7,6.39,Very_Low,401,26.0,76.82,Ambient,Normal,HDPE,83,Low,Low,No
F02109,Frozen Peas,Frozen Vegetable,79.23,0.73,4.96,6.38,Low,355,-17.9,95.38,Frozen,Long_Distance,PE_Film,73,Medium,Low,Yes
F02110,Rice,Grain,12.57,0.0,7.13,6.49,Very_Low,330,24.5,60.13,Ambient,Normal,HDPE,76,Low,Low,No
F02111,Onion,Vegetable,87.62,0.0,1.07,5.42,Low,119,20.0,52.4,Ambient,Long_Distance,Breathable_PP,48,High,Medium,Yes
F02112,Peanuts,Nuts,6.8,49.56,25.0,6.72,Very_Low,176,25.3,42.69,Ambient,Normal,Metallized_PET_PE,82,Very_Low,Very_Low,No
F02113,Bread,Bakery,36.1,4.8,8.49,5.56,Very_Low,16,25.0,56.29,Ambient,Normal,LDPE_Bag,54,Medium,Medium,No
F02114,Mango,Fresh Produce,82.11,0.73,0.6,3.94,High,21,10.2,75.76,Chilled,Normal,Breathable_PE,41,High,High,Yes
F02115,Cheese,Dairy,36.1,34.36,26.13,5.25,Very_Low,65,4.1,75.24,Chilled,Refrigerated,PA_PE_Vacuum,86,Low,Very_Low,Yes
F02116,Butter,Dairy,15.64,81.01,0.0,6.3,Very_Low,121,4.0,80.57,Chilled,Long_Distance,Aluminum_Foil_Laminate,96,Very_Low,Very_Low,No
F02117,Mango,Fresh Produce,85.47,0.0,0.68,4.21,High,21,10.1,86.54,Chilled,Refrigerated,Breathable_PE,45,High,High,Yes
F02118,Tomato,Fresh Produce,91.62,1.55,0.43,4.37,High,16,5.9,89.66,Chilled,Normal,Micro_Perforated_PE,38,High,High,Yes
F02119,Rice,Grain,11.45,1.52,6.9,6.17,Very_Low,380,23.4,54.41,Ambient,Long_Distance,HDPE,83,Low,Low,No
F02120,Fresh Chicken,Meat,69.6,7.03,22.18,6.03,Very_Low,6,5.3,90.08,Chilled,Long_Distance,PA_PE_Vacuum,93,Low,Very_Low,Yes
F02121,Milk Powder,Dairy,3.66,23.9,26.09,6.46,Very_Low,363,24.6,79.17,Ambient,Normal,Aluminum_Laminate,95,Very_Low,Very_Low,No
F02122,Tomato,Fresh Produce,100.0,0.0,1.4,4.11,High,8,4.8,84.03,Chilled,Refrigerated,Micro_Perforated_PE,27,High,High,Yes
F02123,Wheat Flour,Grain,14.48,2.07,12.9,6.03,Very_Low,173,25.2,60.17,Ambient,Normal,HDPE,80,Low,Low,No
F02124,Butter,Dairy,19.42,79.15,0.42,6.28,Very_Low,121,4.4,87.0,Chilled,Long_Distance,Aluminum_Foil_Laminate,95,Very_Low,Very_Low,No
F02125,Potato Chips,Snacks,1.16,31.03,5.64,6.24,Very_Low,177,25.7,51.41,Ambient,Long_Distance,Metallized_PET_PE,78,Low,Very_Low,Yes
F02126,Butter,Dairy,17.77,79.18,1.09,5.97,Very_Low,121,4.1,89.01,Chilled,Long_Distance,Aluminum_Foil_Laminate,92,Very_Low,Very_Low,No
F02127,Biscuits,Bakery,4.36,17.85,6.7,7.1,Very_Low,177,25.6,71.05,Ambient,Normal,BOPP_PE,63,Low,Low,No
F02128,Carrot,Fresh Produce,87.69,0.43,0.84,6.01,High,43,4.9,86.35,Chilled,Refrigerated,Micro_Perforated_PE,37,High,High,Yes
F02129,Coffee Powder,Beverage,3.28,16.26,13.76,5.19,Very_Low,371,24.3,74.6,Ambient,Normal,Metallized_PET_PE,82,Very_Low,Very_Low,No
F02130,Tomato,Fresh Produce,96.7,0.0,0.59,4.13,High,8,4.5,91.07,Chilled,Refrigerated,Micro_Perforated_PE,34,High,High,Yes
F02131,Apple,Fresh Produce,89.9,0.0,0.48,3.57,High,65,3.6,79.33,Chilled,Long_Distance,Micro_Perforated_PE,40,High,High,Yes
F02132,Wheat Flour,Grain,13.16,2.16,13.85,6.14,Very_Low,180,24.7,50.93,Ambient,Normal,HDPE,83,Low,Low,No
F02133,Coffee Powder,Beverage,2.84,15.1,13.02,4.99,Very_Low,344,25.0,60.85,Ambient,Long_Distance,Metallized_PET_PE,88,Very_Low,Very_Low,No
F02134,Ground Coffee,Beverage,2.54,15.49,14.95,4.99,Very_Low,372,24.6,58.69,Ambient,Normal,High_Barrier_Laminate,92,Very_Low,Very_Low,No
F02135,Coffee Powder,Beverage,3.9,14.52,15.42,4.88,Very_Low,399,25.1,52.14,Ambient,Long_Distance,Metallized_PET_PE,90,Very_Low,Very_Low,No
F02136,Frozen Peas,Frozen Vegetable,78.56,1.33,5.95,5.97,Low,397,-15.8,72.81,Frozen,Normal,PE_Film,67,Medium,Low,Yes
F02137,Cheese,Dairy,40.02,33.51,25.59,5.21,Very_Low,64,3.3,95.69,Chilled,Normal,PA_PE_Vacuum,91,Low,Very_Low,Yes
F02138,Peanuts,Nuts,4.82,49.14,25.71,6.59,Very_Low,195,24.3,63.61,Ambient,Normal,Metallized_PET_PE,81,Very_Low,Very_Low,No
F02139,Apple,Fresh Produce,84.44,1.25,0.26,3.58,High,69,5.1,84.3,Chilled,Refrigerated,Micro_Perforated_PE,42,High,High,Yes
F02140,Onion,Vegetable,83.59,1.95,1.31,5.46,Low,110,21.4,53.75,Ambient,Long_Distance,Breathable_PP,44,High,Medium,Yes
F02141,Bread,Bakery,38.41,6.31,9.25,5.33,Very_Low,6,24.3,61.97,Ambient,Normal,LDPE_Bag,53,Medium,Medium,No
F02142,Carrot,Fresh Produce,93.18,0.0,0.62,6.1,High,18,4.4,79.87,Chilled,Normal,Micro_Perforated_PE,42,High,High,Yes
F02143,Yogurt,Dairy,90.52,5.61,3.56,4.26,Very_Low,35,3.9,94.85,Chilled,Long_Distance,PP_Cup_Foil_Lid,47,Medium,Low,Yes
F02144,Onion,Vegetable,91.21,0.0,1.56,5.52,Low,136,18.6,69.67,Ambient,Long_Distance,Breathable_PP,45,High,Medium,Yes
F02145,Fish,Seafood,72.2,7.08,20.35,6.05,Very_Low,8,2.1,80.78,Chilled,Normal,PA_PE_Vacuum,84,Low,Very_Low,Yes
F02146,Tomato,Fresh Produce,94.3,0.0,1.1,4.54,High,5,5.1,88.28,Chilled,Long_Distance,Micro_Perforated_PE,43,High,High,Yes
F02147,Biscuits,Bakery,6.53,17.4,7.89,7.18,Very_Low,177,24.3,42.51,Ambient,Normal,BOPP_PE,55,Low,Low,No
F02148,Biscuits,Bakery,5.5,17.11,7.75,7.13,Very_Low,195,23.8,46.88,Ambient,Long_Distance,BOPP_PE,62,Low,Low,No
F02149,Frozen Peas,Frozen Vegetable,81.24,0.0,5.92,6.17,Low,386,-19.0,89.17,Frozen,Long_Distance,PE_Film,70,Medium,Low,Yes
F02150,Bread,Bakery,40.58,4.01,9.23,5.39,Very_Low,10,24.8,58.24,Ambient,Normal,LDPE_Bag,48,Medium,Medium,No
F02151,Wheat Flour,Grain,9.79,0.75,13.77,6.11,Very_Low,197,24.5,52.62,Ambient,Normal,HDPE,76,Low,Low,No
F02152,Potato Chips,Snacks,1.27,28.66,5.63,6.29,Very_Low,197,27.1,65.22,Ambient,Normal,Metallized_PET_PE,87,Low,Very_Low,Yes
F02153,Peanuts,Nuts,2.83,48.52,25.01,6.55,Very_Low,171,24.3,51.88,Ambient,Normal,Metallized_PET_PE,76,Very_Low,Very_Low,No
F02154,Potato Chips,Snacks,0.07,32.31,6.59,6.4,Very_Low,186,24.0,54.46,Ambient,Normal,Metallized_PET_PE,82,Low,Very_Low,Yes
F02155,Milk Powder,Dairy,5.93,25.97,25.82,6.78,Very_Low,347,24.3,48.64,Ambient,Normal,Aluminum_Laminate,98,Very_Low,Very_Low,No
F02156,Carrot,Fresh Produce,86.65,1.01,0.73,6.11,High,20,4.1,88.71,Chilled,Refrigerated,Micro_Perforated_PE,44,High,High,Yes
F02157,Ground Coffee,Beverage,4.72,14.46,14.48,5.12,Very_Low,359,25.0,46.95,Ambient,Normal,High_Barrier_Laminate,90,Very_Low,Very_Low,No
F02158,Ground Coffee,Beverage,6.4,14.34,14.89,4.78,Very_Low,352,23.8,69.8,Ambient,Normal,High_Barrier_Laminate,93,Very_Low,Very_Low,No
F02159,Rice,Grain,12.45,1.27,6.93,6.46,Very_Low,389,24.5,56.56,Ambient,Long_Distance,HDPE,78,Low,Low,No
F02160,Apple,Fresh Produce,80.87,2.0,0.0,3.56,High,46,3.7,93.39,Chilled,Refrigerated,Micro_Perforated_PE,38,High,High,Yes
F02161,Ground Coffee,Beverage,4.05,15.55,14.02,4.94,Very_Low,376,24.4,61.7,Ambient,Long_Distance,High_Barrier_Laminate,98,Very_Low,Very_Low,No
F02162,Rice,Grain,9.27,1.27,7.09,6.6,Very_Low,378,24.1,66.93,Ambient,Normal,HDPE,76,Low,Low,No
F02163,Fresh Chicken,Meat,73.29,9.35,23.19,5.8,Very_Low,1,3.4,82.4,Chilled,Refrigerated,PA_PE_Vacuum,98,Low,Very_Low,Yes
F02164,Rice,Grain,10.55,0.5,6.93,6.43,Very_Low,366,26.2,60.44,Ambient,Long_Distance,HDPE,74,Low,Low,No
F02165,Butter,Dairy,14.68,78.25,0.92,6.39,Very_Low,139,2.9,84.92,Chilled,Long_Distance,Aluminum_Foil_Laminate,84,Very_Low,Very_Low,No
F02166,Frozen Peas,Frozen Vegetable,82.57,0.77,5.59,6.12,Low,364,-17.5,92.59,Frozen,Long_Distance,PE_Film,70,Medium,Low,Yes
F02167,Fish,Seafood,68.14,5.78,18.47,5.98,Very_Low,4,2.2,74.42,Chilled,Refrigerated,PA_PE_Vacuum,92,Low,Very_Low,Yes
F02168,Yogurt,Dairy,86.53,1.56,3.74,4.4,Very_Low,38,3.6,90.49,Chilled,Refrigerated,PP_Cup_Foil_Lid,56,Medium,Low,Yes
F02169,Rice,Grain,10.11,1.03,6.81,6.38,Very_Low,368,25.3,67.08,Ambient,Normal,HDPE,77,Low,Low,No
F02170,Wheat Flour,Grain,14.13,1.27,12.74,6.26,Very_Low,175,24.1,51.84,Ambient,Normal,HDPE,81,Low,Low,No
F02171,Tomato,Fresh Produce,89.85,0.0,1.35,4.45,High,20,6.1,73.97,Chilled,Long_Distance,Micro_Perforated_PE,50,High,High,Yes
F02172,Apple,Fresh Produce,92.26,0.19,1.18,3.38,High,73,6.1,71.39,Chilled,Normal,Micro_Perforated_PE,40,High,High,Yes
F02173,Biscuits,Bakery,4.32,16.86,7.24,7.22,Very_Low,174,25.1,67.14,Ambient,Normal,BOPP_PE,59,Low,Low,No
F02174,Cheese,Dairy,33.73,31.6,24.74,5.28,Very_Low,60,4.3,81.25,Chilled,Refrigerated,PA_PE_Vacuum,100,Low,Very_Low,Yes
F02175,Biscuits,Bakery,3.55,17.45,6.25,6.88,Very_Low,175,25.5,65.06,Ambient,Long_Distance,BOPP_PE,62,Low,Low,No
F02176,Ground Coffee,Beverage,0.64,16.41,14.14,5.07,Very_Low,386,25.9,64.84,Ambient,Long_Distance,High_Barrier_Laminate,79,Very_Low,Very_Low,No
F02177,Biscuits,Bakery,4.66,18.41,7.2,6.82,Very_Low,179,25.7,65.11,Ambient,Long_Distance,BOPP_PE,61,Low,Low,No
F02178,Tomato,Fresh Produce,96.91,0.0,1.01,4.18,High,15,5.6,63.94,Chilled,Long_Distance,Micro_Perforated_PE,37,High,High,Yes
F02179,Tomato,Fresh Produce,96.87,0.0,0.76,4.47,High,7,3.7,79.44,Chilled,Normal,Micro_Perforated_PE,42,High,High,Yes
F02180,Milk Powder,Dairy,3.1,27.23,25.56,6.6,Very_Low,343,24.8,76.28,Ambient,Long_Distance,Aluminum_Laminate,94,Very_Low,Very_Low,No
F02181,Fresh Chicken,Meat,70.69,9.23,20.84,5.57,Very_Low,4,2.9,87.8,Chilled,Refrigerated,PA_PE_Vacuum,88,Low,Very_Low,Yes
F02182,Wheat Flour,Grain,10.37,2.35,12.39,6.09,Very_Low,162,24.5,51.23,Ambient,Long_Distance,HDPE,87,Low,Low,No
F02183,Carrot,Fresh Produce,93.33,1.58,1.62,6.19,High,34,5.6,80.64,Chilled,Refrigerated,Micro_Perforated_PE,34,High,High,Yes
F02184,Frozen Peas,Frozen Vegetable,79.51,0.0,4.77,6.23,Low,393,-18.1,80.46,Frozen,Normal,PE_Film,66,Medium,Low,Yes
F02185,Peanuts,Nuts,5.14,47.45,25.55,6.48,Very_Low,164,25.0,65.01,Ambient,Long_Distance,Metallized_PET_PE,76,Very_Low,Very_Low,No
F02186,Coffee Powder,Beverage,2.8,15.86,13.93,4.84,Very_Low,413,24.9,59.98,Ambient,Long_Distance,Metallized_PET_PE,78,Very_Low,Very_Low,No
F02187,Peanuts,Nuts,4.69,47.89,24.53,6.34,Very_Low,168,25.7,48.4,Ambient,Normal,Metallized_PET_PE,86,Very_Low,Very_Low,No
F02188,Coffee Powder,Beverage,2.73,14.1,12.82,5.15,Very_Low,374,24.4,65.01,Ambient,Long_Distance,Metallized_PET_PE,71,Very_Low,Very_Low,No
F02189,Milk Powder,Dairy,4.01,26.18,26.53,6.54,Very_Low,398,25.9,54.83,Ambient,Long_Distance,Aluminum_Laminate,96,Very_Low,Very_Low,No
F02190,Wheat Flour,Grain,9.94,1.8,12.63,6.05,Very_Low,168,24.8,66.53,Ambient,Long_Distance,HDPE,78,Low,Low,No
F02191,Frozen Peas,Frozen Vegetable,80.05,0.0,4.4,6.2,Low,403,-17.1,72.43,Frozen,Normal,PE_Film,66,Medium,Low,Yes
F02192,Potato Chips,Snacks,4.63,29.25,6.52,6.02,Very_Low,196,24.8,56.26,Ambient,Normal,Metallized_PET_PE,81,Low,Very_Low,Yes
F02193,Frozen Peas,Frozen Vegetable,77.52,1.72,5.59,6.4,Low,354,-18.7,89.86,Frozen,Long_Distance,PE_Film,77,Medium,Low,Yes
F02194,Biscuits,Bakery,2.75,15.76,6.97,6.92,Very_Low,188,24.6,70.14,Ambient,Normal,BOPP_PE,65,Low,Low,No
F02195,Cheese,Dairy,35.43,34.57,27.12,5.21,Very_Low,63,3.6,81.57,Chilled,Long_Distance,PA_PE_Vacuum,88,Low,Very_Low,Yes
F02196,Rice,Grain,13.76,0.26,7.42,6.35,Very_Low,390,25.9,45.02,Ambient,Normal,HDPE,74,Low,Low,No
F02197,Rice,Grain,9.9,1.75,7.43,6.38,Very_Low,350,24.6,61.56,Ambient,Normal,HDPE,81,Low,Low,No
F02198,Mango,Fresh Produce,83.75,0.0,1.27,4.3,High,26,11.1,88.59,Chilled,Long_Distance,Breathable_PE,44,High,High,Yes
F02199,Tomato,Fresh Produce,91.79,2.94,1.3,4.32,High,18,4.4,74.4,Chilled,Long_Distance,Micro_Perforated_PE,41,High,High,Yes
F02200,Mango,Fresh Produce,86.99,0.87,0.0,3.79,High,21,10.2,83.74,Chilled,Normal,Breathable_PE,43,High,High,Yes
F02201,Cheese,Dairy,39.74,33.25,23.52,5.11,Very_Low,58,4.6,95.64,Chilled,Normal,PA_PE_Vacuum,94,Low,Very_Low,Yes
F02202,Biscuits,Bakery,4.47,17.98,7.41,6.91,Very_Low,189,24.2,64.3,Ambient,Long_Distance,BOPP_PE,59,Low,Low,No
F02203,Peanuts,Nuts,3.19,51.52,24.9,6.76,Very_Low,175,24.7,55.12,Ambient,Long_Distance,Metallized_PET_PE,81,Very_Low,Very_Low,No
F02204,Fresh Chicken,Meat,75.57,7.81,23.07,5.68,Very_Low,1,4.3,86.42,Chilled,Refrigerated,PA_PE_Vacuum,88,Low,Very_Low,Yes
F02205,Coffee Powder,Beverage,1.37,17.08,13.7,4.96,Very_Low,355,24.9,72.02,Ambient,Long_Distance,Metallized_PET_PE,83,Very_Low,Very_Low,No
F02206,Tomato,Fresh Produce,93.2,0.7,1.13,4.28,High,11,4.6,87.74,Chilled,Refrigerated,Micro_Perforated_PE,47,High,High,Yes
F02207,Butter,Dairy,15.15,82.91,0.45,6.27,Very_Low,147,5.4,82.76,Chilled,Normal,Aluminum_Foil_Laminate,90,Very_Low,Very_Low,No
F02208,Peanuts,Nuts,5.1,48.04,25.13,6.15,Very_Low,165,24.2,59.65,Ambient,Long_Distance,Metallized_PET_PE,78,Very_Low,Very_Low,No
F02209,Cheese,Dairy,35.85,32.65,25.1,5.19,Very_Low,46,3.5,91.88,Chilled,Refrigerated,PA_PE_Vacuum,97,Low,Very_Low,Yes
F02210,Yogurt,Dairy,88.11,1.59,4.03,4.36,Very_Low,10,1.8,84.17,Chilled,Long_Distance,PP_Cup_Foil_Lid,51,Medium,Low,Yes
F02211,Cheese,Dairy,40.08,34.89,26.94,5.02,Very_Low,72,4.3,84.47,Chilled,Long_Distance,PA_PE_Vacuum,88,Low,Very_Low,Yes
F02212,Onion,Vegetable,85.89,0.0,0.74,5.6,Low,127,19.3,36.16,Ambient,Long_Distance,Breathable_PP,55,High,Medium,Yes
F02213,Milk Powder,Dairy,2.75,27.2,26.12,6.88,Very_Low,397,25.6,57.56,Ambient,Normal,Aluminum_Laminate,106,Very_Low,Very_Low,No
F02214,Coffee Powder,Beverage,3.39,16.66,13.81,5.09,Very_Low,356,25.1,45.69,Ambient,Long_Distance,Metallized_PET_PE,79,Very_Low,Very_Low,No
F02215,Ground Coffee,Beverage,2.16,16.93,14.96,4.82,Very_Low,346,25.5,70.18,Ambient,Long_Distance,High_Barrier_Laminate,87,Very_Low,Very_Low,No
F02216,Onion,Vegetable,90.5,0.97,1.08,5.47,Low,126,20.7,61.1,Ambient,Long_Distance,Breathable_PP,53,High,Medium,Yes
F02217,Frozen Peas,Frozen Vegetable,82.41,0.01,5.9,6.35,Low,386,-17.8,89.34,Frozen,Long_Distance,PE_Film,71,Medium,Low,Yes
F02218,Bread,Bakery,37.95,4.19,7.74,5.32,Very_Low,3,24.6,48.16,Ambient,Normal,LDPE_Bag,50,Medium,Medium,No
F02219,Biscuits,Bakery,5.1,17.8,6.96,6.81,Very_Low,172,24.8,47.21,Ambient,Normal,BOPP_PE,65,Low,Low,No
F02220,Rice,Grain,15.33,0.85,6.91,6.5,Very_Low,349,23.7,78.3,Ambient,Normal,HDPE,78,Low,Low,No
F02221,Fish,Seafood,72.34,3.85,21.45,6.02,Very_Low,8,2.0,76.73,Chilled,Refrigerated,PA_PE_Vacuum,76,Low,Very_Low,Yes
F02222,Butter,Dairy,19.05,82.29,0.82,6.51,Very_Low,124,4.5,65.2,Chilled,Normal,Aluminum_Foil_Laminate,91,Very_Low,Very_Low,No
F02223,Milk Powder,Dairy,2.82,25.96,25.44,6.34,Very_Low,386,26.4,55.83,Ambient,Long_Distance,Aluminum_Laminate,86,Very_Low,Very_Low,No
F02224,Frozen Peas,Frozen Vegetable,76.81,0.0,5.06,6.2,Low,361,-18.9,86.6,Frozen,Long_Distance,PE_Film,65,Medium,Low,Yes
F02225,Rice,Grain,10.35,0.13,6.89,6.6,Very_Low,352,24.5,77.4,Ambient,Normal,HDPE,78,Low,Low,No
F02226,Mango,Fresh Produce,80.16,0.71,1.27,4.11,High,24,10.7,72.02,Chilled,Refrigerated,Breathable_PE,37,High,High,Yes
F02227,Carrot,Fresh Produce,95.19,0.0,0.39,5.84,High,39,5.2,84.49,Chilled,Refrigerated,Micro_Perforated_PE,40,High,High,Yes
F02228,Carrot,Fresh Produce,84.78,0.95,1.22,6.17,High,32,4.5,87.98,Chilled,Refrigerated,Micro_Perforated_PE,44,High,High,Yes
F02229,Yogurt,Dairy,85.27,3.14,4.09,4.3,Very_Low,41,3.5,89.47,Chilled,Refrigerated,PP_Cup_Foil_Lid,42,Medium,Low,Yes
F02230,Tomato,Fresh Produce,96.94,1.82,0.65,4.2,High,8,4.6,75.73,Chilled,Refrigerated,Micro_Perforated_PE,42,High,High,Yes
F02231,Coffee Powder,Beverage,3.4,14.6,13.21,5.05,Very_Low,341,24.7,52.66,Ambient,Normal,Metallized_PET_PE,82,Very_Low,Very_Low,No
F02232,Butter,Dairy,15.84,82.0,0.02,6.08,Very_Low,126,4.7,89.17,Chilled,Refrigerated,Aluminum_Foil_Laminate,91,Very_Low,Very_Low,No
F02233,Potato Chips,Snacks,0.0,29.32,6.15,6.09,Very_Low,187,25.4,66.12,Ambient,Long_Distance,Metallized_PET_PE,71,Low,Very_Low,Yes
F02234,Yogurt,Dairy,86.3,2.63,4.01,4.18,Very_Low,36,5.1,81.74,Chilled,Refrigerated,PP_Cup_Foil_Lid,44,Medium,Low,Yes
F02235,Rice,Grain,12.57,0.36,7.18,6.54,Very_Low,382,25.4,66.57,Ambient,Long_Distance,HDPE,84,Low,Low,No
F02236,Frozen Peas,Frozen Vegetable,79.58,0.0,5.62,6.1,Low,360,-17.7,84.94,Frozen,Normal,PE_Film,78,Medium,Low,Yes
F02237,Wheat Flour,Grain,11.53,1.66,12.95,6.15,Very_Low,178,24.4,68.49,Ambient,Normal,HDPE,76,Low,Low,No
F02238,Mango,Fresh Produce,81.66,0.0,1.44,3.83,High,19,9.3,81.17,Chilled,Long_Distance,Breathable_PE,45,High,High,Yes
F02239,Milk Powder,Dairy,3.28,26.13,26.13,6.45,Very_Low,378,25.3,75.03,Ambient,Normal,Aluminum_Laminate,95,Very_Low,Very_Low,No
F02240,Apple,Fresh Produce,84.67,0.0,0.49,3.56,High,56,3.5,88.16,Chilled,Long_Distance,Micro_Perforated_PE,38,High,High,Yes
F02241,Onion,Vegetable,89.66,0.87,0.68,5.53,Low,126,20.3,69.67,Ambient,Long_Distance,Breathable_PP,43,High,Medium,Yes
F02242,Bread,Bakery,36.63,3.8,9.34,5.43,Very_Low,1,25.1,56.5,Ambient,Normal,LDPE_Bag,55,Medium,Medium,No
F02243,Mango,Fresh Produce,84.8,1.73,1.6,3.82,High,20,9.8,94.25,Chilled,Refrigerated,Breathable_PE,41,High,High,Yes
F02244,Biscuits,Bakery,2.52,17.8,7.52,6.94,Very_Low,169,25.2,55.3,Ambient,Normal,BOPP_PE,69,Low,Low,No
F02245,Milk Powder,Dairy,4.63,26.09,25.42,6.36,Very_Low,361,24.8,74.1,Ambient,Long_Distance,Aluminum_Laminate,96,Very_Low,Very_Low,No
F02246,Peanuts,Nuts,6.38,49.48,24.22,6.56,Very_Low,157,23.9,56.69,Ambient,Normal,Metallized_PET_PE,85,Very_Low,Very_Low,No
